"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"11","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Traumtänzer","Verified Purchase","Reviewed in the United Kingdom on 23 December 2018","5.0 out of 5 stars","        I absolutely love these, and i'm very picky with what I play music through.Sound qulity is very good, but volume is lacking slightly. The volume is made up for by the addition of the pair of Comply earbuds, which are memory foam and do a great job of noise-cancellation.The wire in the cable to bend and form around your ear is perfect, and i'm a very big fan of that.The little carry case is also a great addition, but, potentially a little too big for an everyday carry case. It stores the extra cable, and other accesories, but for an everyday thing, without the need to take everything that comes with it with you, a smaller case would be a bit better.I use these for everything. And they get used for a good chunk of the day, every day. I use them while walking, running, in the gym, and I use them for under my motocycle helmet. They fit in my ear nicely, and stay where they are when taking off and putting on the helmet! They also do a great job of blocking out road noise, and giving good sound quality. (I only wear one earphone while riding my motorcyle and it it the one on the opposite side of the road. (in the UK that's my left ear, when i ride in Europe, my right ear))Overall, good quality, good durability and great value for money!  "
"12","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","TheRecorder","Verified Purchase","Reviewed in Italy on 6 December 2023","5.0 out of 5 stars","      Recensione di una che di audio non ci capisce nulla se non che è bello quando le cose suonano bene. Ero un po' scettica perché volevo delle cuffiette con un sonoro discreto e che fossero abbastanza isolanti. Sono rimasta estremamente soddisfatta.Le cuffiette sono solide, robuste. Il cavo si stacca dagli auricolari, dunque è sostituibile - ma sembra comunque di ottima fattura. Il che fa intendere che sono progettate per durare. Vedremo, ma sono ottimista :)Nella confezione, oltre ad una bella custodia, ci sono tanti tappetti di diverse misure, il che è stato un bene. Ho dovuto usare le più piccole per farle incastrare bene - se le cuffiette non si poggiano bene nelle orecchie potrebbero esserci problemi a sentire i bassi.Non sono audiofila, né appassionata di un genere in particolare, ed il fatto che siano molto bilanciate mi piace. Noto sicuramente una grossa differenza rispetto alle mie solite cuffiette da 5€. Il suono è caldo e profondo ed è un piacere ascoltare musica e suoni calibrati (ho trovato queste cuffiette proprio tra le consigliate dal creatore di mynoise, un sito che uso spesso per alleviare problemi di ansia e mal concentrazione). Ho anche riscontrato un'ottima esperienza attaccandole alla switch: nei giochi con un buon sonoro è un'esperienza d'immersione auditoria.Non sono cuffiette del tutto isolanti (non vogliono esserlo) ma con musica a volume basso riesco a non sentire nemmeno la TV nella stessa stanza a volume massimo. Insomma: per me sono più che sufficienti. Le ho scelte trasparenti per una pura questione estetica e ne sono molto contenta.Unica pecca: un po' scomode sulle lunghe durate. Sia perché sono in-ear sia perché può fare fastidio alle orecchie il modo in cui il cavo deve passare sopra. Ma per un paio d'ore d'ascolto vanno benissimo, e dopo un po' ci si fa l'abitudine.Immagino che professionisti, audiofili o amanti di generi specifici possano trovare cuffiette più costose e più adatte alle loro esigenze. Io dal canto mio mi ritengo molto soddisfatta!    "
"13","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Antonio Colonna","Verified Purchase","Reviewed in Australia on 21 September 2021","5.0 out of 5 stars","      Antes que nada, si a ti te gusta escuchar tu música atascada de bajos, apunta tu billetera a otro lado o acabarás decepcionado. La verdad es que no soy una persona que le prestara mucha atención a los in Ear. Aún así decidí invertir en unos audífonos  de gama media baja de entrada, nada muy costoso. Mi primera opción eran los Shure e215, pero tras ver un montón de reseñas en YT me encontré con estos M6 pro, las prestaciones eran muy parecidas. y pese a que sabia que el sonido era inferior, terminé por comprarlos por las prestaciones a bajo costo.En primer lugar debo decir que, por todos los accesorios que incluyen, ya es un muy buen trato. Dos cables, uno de ellos con control, seis pares de puntas de silicon y un par de gomas de espuma de memoria comply (que quería probar desde hace tiempo) más el adaptador a 6.3 mm y un case semi rígido. La construcción es de plástico, pero debo decir que se siente bastante sólida. Los cables se perciben de buena calidad con guardacables tanto en el Jack como en la separación de los extremos que van a los audífonos.Ahora bien el sonido. Las quejas de muchas personas respecto a los bajos están justificadas, aunque parte  de este ""problema"" tiene mucho que ver con escoger la punta de silicon correcta que embone de manera correcta a tu canal auditivo. Si la punta elegida te queda bien, notarás una mejora significativa en la calidad del audio y en el aislamiento del ruido exterior. Si aún así sientes que no tienes una buena respuesta en bajos no hay nada que no se pueda arreglar con un ajuste al equalizador, aunque los que gustan de bajos exagerados se sentirán timados. Para los que gusten de escuchar música a frecuencias planas, están bien.Para los fans de las specsDriver de 10 mmrespuesta de frecuencia 20Hz a 20KHzImpedancia 16 Omssensibilidad 100±3 dB (1mW at 1KHZ)largo del cable 1.3 mcertificación IPX5 de resistencia al agua (no te emociones, es solo resistencia al sudor)Pros.- Buen audio- Cables removibles- Muchos accesorios- El control sirve con Android y iOS- Cómodos y resistentes al sudor- El aislamiento es mejor que el de unos in ear comunes- Bastante económicos (50 USD)Contras- Construcción (son de plástico)- Necesitas tomarte tu tiempo para colocarlos correctamente- La mayoría de los usuarios requerirán ajustar los bajos a través del equalizadorPese a los puntos en contra, no encuentro motivo para bajarles una sola estrella. Estos M6 pro son una excelente opción para entrar al mundo de los in ear de calidad de gama de entrada a un muy bajo costo. Seguro me servirán hasta que pueda ir por una gama más alta.    "
"14","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Antonio Colonna","Verified Purchase","Reviewed in Australia on 19 January 2024","5.0 out of 5 stars","        Bought for a friend, still works, he seems pleased by it.  "
"15","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Matt.","Verified Purchase","Reviewed in the United Kingdom on 25 October 2020","5.0 out of 5 stars","      Pour des écouteurs du type IEM, on fait difficilement mieux à ce prix-là. La qualité du son que peut produire cette paire est pas loin d'être irréprochable. Une signature sonore plutôt neutre, le seul défaut à relever et des aigus un peu en retrait, mais c'est un propre du format. Ils sont fournis avec un kit d'accessoires on ne peut plus complet, ce qui est vraiment impressionnant vu encore une fois le prix de vente.    "
"16","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Ray","Verified Purchase","Reviewed in Italy on 26 October 2020","4.3 out of 5 stars","      Ha cumplido más que con creces mis expectativas. Lo uso para dar directos y me permite oír con plena claridad la chaqueta y sonidos que me envio.    "
"17","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Hex Flux","Verified Purchase","Reviewed in Mexico on 19 December 2018","5.0 out of 5 stars","      Facil para usar, gracias.    "
"18","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Tudor-Paul Birlea","Verified Purchase","Reviewed in Germany on 29 August 2023","3.0 out of 5 stars","      Dopo aver utilizzato gli auricolari In Ear Monitor M6 PRO di MEE audio per anni nei miei set live, posso affermare con convinzione che rappresentano una scelta ottima per chiunque cerchi qualità e affidabilità senza spendere una fortuna.Qualità Audio e ComfortLa qualità audio degli M6 PRO è sorprendentemente buona, paragonabile a quella di auricolari molto più costosi. Offrono un suono chiaro e bilanciato, essenziale per monitorare accuratamente le performance live. Inoltre, il comfort è eccezionale: anche dopo ore di utilizzo, non causano fastidio o affaticamento dell'orecchio, un aspetto cruciale per i musicisti.Durabilità e CostruzioneUn altro punto di forza di questi auricolari è la loro durabilità. Hanno resistito all'usura di numerosi spettacoli e prove, dimostrando una costruzione solida e ben pensata. Questa longevità li rende un investimento ancora più valido.Rapporto Qualità-PrezzoIn termini di rapporto qualità-prezzo, gli M6 PRO sono quasi imbattibili. Offrono prestazioni che si aspetterebbero da prodotti di fascia alta, ma a una frazione del costo. Questo li rende accessibili a musicisti a tutti i livelli, dai principianti agli esperti.Valutazione ComplessivaDarei agli auricolari MEE audio M6 PRO un voto di 9/10. Sono vivamente consigliati a chi cerca un'esperienza di ascolto di alta qualità senza dover investire ingenti somme di denaro.ConclusioniIn conclusione, gli auricolari M6 PRO di MEE audio sono una scelta ottima a questo prezzo per i musicisti che necessitano di affidabilità, qualità del suono e comfort durante le loro performance live. La loro ottime qualità e il prezzo accessibile li rendono un'opzione da considerare seriamente per chiunque sia nel campo della musica.    "
"19","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Arnaud","Verified Purchase","Reviewed in France on 7 June 2019","5.0 out of 5 stars","        I've had the set now for about 5 months. The audio quality is quite good for the price range and with the several tip options it is easy to find a comfortable one. Would be nice to have a play/pause button on the cord, at least the one with the microphone, but that's just for convenience.What really impressed me about MEE was their customer service. At about 4 months in there was a sound imbalance on the left monitor. Their website has clear instructions for troubleshooting which helped me find the origin of the issue. Then upon contacting the service, they quickly offered to repair the faulty monitor. Once I explained to them that the shipping to send the monitor from DK to USA would be too high for me, they just took a simple step to verify my purchase and offered to send a replacement instead, at their cost, which has now arrived and works perfectly (:All in all, extremely helpful and polite!  "
"20","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Andernyton","Verified Purchase","Reviewed in Spain on 19 December 2018","5.0 out of 5 stars","      Trop bien.    "
"21","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Nikol Ann Kollars","Verified Purchase","Reviewed in Spain on 29 September 2019","5.0 out of 5 stars","        I am a drummer and purchased these In Ear Monitors to use for live performances and studio work. When reading the reviews for these IEMs I was surprised that most people reviewing them were using them primarily as ear buds for their smart phones so I was hesitant to buy them use for live music performance. After doing more research on MEE, I thought that I would give them a try. I was looking into getting another set of custom molded IEMs but didn't feel like spending hundreds or thousands of dollars. The M6 Pros are fantastic! They give a nice representation of highs, mids and lows. They don't have a big bass boost or anything (which I didn't want) as I need to hear the clarity of the various frequencies coming from the other instruments and vocals on stage. The M6 Pros come with a ton of various different tips to customize your fit and sound preferences as well as 2 detachable cables, accessories and a great carrying case. They are very durable and if you ever need to replace a cable, you can do that without having to replace the actual ear monitors. When I first began using the M6 Pros the high end was a little harsh to my ears but as the drivers got burned in over about 4 hours of use, the highs tamed down and there is a nice EQ of highs, mids and lows. If you are looking for a quality set of IEMs for live performance and don't want to spend a ton of cash, definitely give the M6 Pros a try. I am super happy with them and would buy them again! Thanks MEE for delivering professional quality IEMs at such a great price point!  "
"22","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Nicolò_Tech","Verified Purchase","Reviewed in Italy on 18 January 2024","5.0 out of 5 stars","        Noise cancellation -Great fit and feel. Highly recommend the memory foam ear tips they come with as they offer the highest range of noise cancellation.Sound quality -Probably will be the main bulk of this review. These are fantastic IEMs. The quality is rich, the bass is pronounced and well rounded, not boomy or loud.Mids are pronounced and rich. They are a little peaky towards the higher mids and required pulling back, could have been just my pair but after the one small tweak they have been perfectTop end -I did have to round mine off for my personal preference but the top end and brilliance is incredible. They are so clear and crisp so if your ear is lacking in top end, these can certainly make up for it.Comfort-These are so Comfortable with little to no ear fatigue. I wear them 6-7 hours a day at my desk for both work and gaming and then for another 1.5 hours at the gym.Inside the gym they do not move from ear and offer a solid grip and feel. The isolation is fantastic with no external bleed to upset anyone near by but also don't let any external noise in.Overall -These earphones offer quality and value for money. They are a great starting point if you want to get into IEMs but also a brilliant point of quality for price. No one should hesitate buying these.  "
"23","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Alice","Verified Purchase","Reviewed in Germany on 9 March 2021","5.0 out of 5 stars","      Sono un batterista-cantante, li uso ogni giorno... sono perfetti suono pulito... comodi dato che il filo si sagoma a piacere all’orecchio... suonando la batteria e quindi muovendomi molto non si muovono di una virgola... che dire perfetti    "
"24","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","doug meola","Verified Purchase","Reviewed in France on 21 May 2019","5.0 out of 5 stars","      Lo utilizo para ensayar en el local, y creo que la calidad / precio es inmejorable.    "
"25","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Deebiggles","Verified Purchase","Reviewed in Australia on 21 September 2021","5.0 out of 5 stars","      Ich benutze die Kopfhörer als Monitor fürs drummen. Sie schließen hervorragend ab und übertragen einen guten Sound.Das Kabel könnte 10cm länger sein und ein weiter Gürtelclip wäre nice gewesen. Aber alles im allem tip topHatte noch den Bluetooth Adapter mitbestellt, aber der ist wirklich zu teuer für die Qualität.    "
"26","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Christian","Verified Purchase","Reviewed in Australia on 19 January 2024","5.0 out of 5 stars","      cumplen perfectamente estoy contento con la compra el único pero es que el cable es un poquito corto pero con un alargador esta solucionado , resumen buena compra    "
"27","Nokia Wireless Earbuds, Bluetooth 5.3 Earphones in Ear with Dual ENC Noise Cancelling Mic,Touch Control Earbuds Deep Bass Stereo Sound, 20H Playtime Wireless Headphones, Black E3102Plus (Black)  ","Miguel","Verified Purchase","Reviewed in Canada on 22 August 2019","5.0 out of 5 stars","        **Update**So, whilst I was disappointed that the description over hyped these headphones, I've decided that my original review sells them short. My review is accurate, however it's nearly 2 years later now and they're still going!! And that's with some heavy use. I regularly use them under my motorcycle helmet as well as when I want to listen in bed (falling asleep many times). They've outlasted 'premium' in headphones costing 3x more. The better seal in your ears, the better they sound.So I've changed my 4 star to a 5!*Original review*They are just about worth what you pay for them.In a quiet area these are fine with a balanced sound.Adjust the bass or treble in a variety of music genres and they cope well.However, they are no where near what I'd class as monitor headphones. Monitors need to exactly match the input throughout the Hz range and these cannot do that. But for the money it was highly unlikely that'd be the case (unfortunately).They are not noise cancelling, no matter which set of earbuds you put in.I purchased these to fit under my motorcycle helmet which they do very well, however I also wanted some noise isolation to reduce the wind noise which they do not do at all.Unlike the other reviewer I do not have any issue with the comfort. In fact I've fallen asleep with these headphones in, a lot, and not awoke with painful ears on any occasion. I can even lie my head fully on one side and listen without discomfort so it got an extra star just for that.They come with an extra cable so I think that'll add to the overall durability.All in all not bad, but didn't do the job I bought them for.  "
