"","Product","ReviewerName","TypeOfPurchase","Date","IndividualRating","ReviewText"
"11","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","おぷてぴ","Verified Purchase","Reviewed in Italy on 9 December 2022","5.0 out of 5 stars","                                                                                                                                                                            The media could not be loaded.                                                                        La qualità audio è ottima anche i materiali sono buoni. Si sente bene anche il microfono e la gomma delle cuffie molto morbida. Le consiglio    "
"12","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","おぷてぴ","Verified Purchase","Reviewed in the United Kingdom on 8 October 2023","5.0 out of 5 stars","        I've been using Sennheiser earphones for many years but these are my favourite given the fact that the sound quality is very good. At first, I thought they stopped working after 2 weeks, but it turned out the adapter was faulty.  "
"13","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Irina","Verified Purchase","Reviewed in Japan on 23 March 2021","5.0 out of 5 stars","      今まで様々なイヤホンやヘッドホンを試しましたがとても音質がクリアで品質ともに文句なしの商品です。中高音がメインなので低音はオーディオテクニカやBeatsなどの方がいいですが、jpop系やゲームなどには向いていると思います。    "
"14","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","ばく","Verified Purchase","Reviewed in Spain on 21 August 2023","4.1 out of 5 stars","      Treinta y pocos euros por un Sennheiser así que estoy satisfecha    "
"15","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Natalia Cases","Verified Purchase","Reviewed in Germany on 21 April 2023","5.0 out of 5 stars","      Die Kopfhörer haben einen tollen Klang. Gerade in der Preisklasse ein super Produkt.Ich kann nichts negatives sagen!    "
"16","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","katzitaen ","Verified Purchase","Reviewed in the United Kingdom on 6 October 2020","5.0 out of 5 stars","        Comfortable headphones with effective mike - I use these on conference calls and for listening to music - speech /sound quality on calls is excellent and the buds themselves comfortable for several hours of use (several sizes are included).However I find it impossible to alter the volume via the control - pausing, and skipping forward work well though - hence the 2 star rating for this element.  "
"17","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Customer","Verified Purchase","Reviewed in Spain on 3 April 2023","5.0 out of 5 stars","      Buena relación calidad precio    "
"18","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Dionisio","Verified Purchase","Reviewed in Germany on 22 March 2021","5.0 out of 5 stars","      Nicht mein erster Sennheiser In-Ear-Kopfhörer, dieser hier ist für Musik genau das richtige. Kräftiger Bass, vielleicht etwas zu überbetont. Isoliert die Umgebung sehr gut, in beide Richtungen. Selbst bei lauter Musik ist draußen nichts zu hören. Was mir nicht so gut gefällt: die Kabel fangen Windgeräusche auf.Zum telefonieren würde ich ihn nicht empfehlen. Man hört sich selbst lauter als gewohnt, mich irritiert das.    "
"19","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Stefan May","Verified Purchase","Reviewed in Italy on 15 May 2021","5.0 out of 5 stars","      Il suono è buono, ben definito e bilanciato. Il cavo è resistente. Naturalmente, tutto va rapportato al rapporto prezzo/qualità anche la valutazione data.    "
"20","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Nat57","Verified Purchase","Reviewed in the United Kingdom on 3 November 2021","5.0 out of 5 stars","        Bought as a replacement for cx200 that unfortunately lost a fight with the vacuum cleaner! I chose the model above? cx300 far better sound, bass especially a quality product (not tested against the vacuum cleaner yet!)  Well satisfied with my replacement.  "
"21","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Stuart","Verified Purchase","Reviewed in Italy on 29 April 2020","5.0 out of 5 stars","      Ottimi auricolari, veramente ben fatte e comode, suono nitido e bassi consistenti.    "
"22","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Ivan Anev","Verified Purchase","Reviewed in Spain on 2 November 2022","5.0 out of 5 stars","      Creo que la calidad ha bajao un poco respecto a auriculares de esta misma marca comprados con anterioridad. El cable es un poco más grueso, menos práctico para gusto.    "
"23","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Isa","Verified Purchase","Reviewed in the United Kingdom on 4 September 2023","5.0 out of 5 stars","        Very happy with purchase  "
"24","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Nogs","Verified Purchase","Reviewed in Germany on 1 January 2023","5.0 out of 5 stars","      Einfach meine Lieblingskopfhöhrer, da egal wie laut man Musik hört, man von Außen nichts hört. Das ist mir total wichtig und diese Kopfhöhrer erfüllen dies!Die Tonqualität ist in Ordnung, für mich völlig ausreichend, vorallem für den Preis!    "
"25","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Marc... K.","Verified Purchase","Reviewed in Germany on 14 August 2021","5.0 out of 5 stars","        I wouldn't recommend it at all. I expected it to be at least similar to CX300II but the sound quality is very flat and cold. the cable makes a horrible sound in the ear when being touched by anything or even just by being tangled with itself. the silicon buds are not as comfty as those of the CX300II.  very sad for putting so much money on it:(  "
"26","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Marie","Verified Purchase","Reviewed in Germany on 1 February 2022","4.1 out of 5 stars","      Die Sennheiser CX 300S machen einen ausgezeichneten Ersteindruck.Die Tonqualität ist viel besser als bei meinen entäuschenden bisherigen Sony In-Ears. Insbesondere der Bass ist bei den Sennheisern um längen besser.Der Kunststoff für die Ohreinsätze trägt sich auch viel angenehmer als bei der Konkurrenz.Eindeutige Kaufempfehlung bei einem Angebot unter 30€.    "
"27","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Patrick","Verified Purchase","Reviewed in Germany on 10 October 2022","5.0 out of 5 stars","      Ich bin sehr zufrieden mit den Kopfhörern. Für meinen Nutzen einfach nur Musik etc. Sind die völlig ausreichend.Zusätzlich gefällt mir auch die Optik und das Case was mitgeliefert wurde.    "
"28","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Gunalan Fernandes","Verified Purchase","Reviewed in Germany on 25 July 2021","5.0 out of 5 stars","      Die Tonqualität ist gut und der bass ist gut zu hören. Keine Kopfschmerzen bei zu hoher Lautstärke. Die Lautstärkerelung hatte gute Differenzen, sodass ich die perfekte Lautstärke für mein Ohr fand. Für den Preis hat es sich auf jeden Fall gelohnt.    "
"29","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","TS","Verified Purchase","Reviewed in the United Kingdom on 27 September 2021","5.0 out of 5 stars","        Great sound quality and perfect noise canceling while using the earphones. Enjoying the earphones and very pleased with the performance.  "
"30","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Nicolas","Verified Purchase","Reviewed in the United Kingdom on 5 January 2021","5.0 out of 5 stars","        Have bought quite a few Sennheisers in the past and they have always been excellent quality. This is no exception. Provides great sound which is quite unbeatable at this price.  "
"31","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","London West","Verified Purchase","Reviewed in Germany on 1 March 2021","5.0 out of 5 stars","      Die Kopfhörer sind Sennheiser Qualität. Natürlich sprechen wir hier von einem Einstiegsmodell. Die Firma Sennheiser bietet da wesentlich bessere Modelle. Aber für den Gebrauch 1 oder 2 mal in der Woche ist das Ding total ausreichend und sein Geld Wert.    "
"32","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Shazzamuffin","Verified Purchase","Reviewed in the United Kingdom on 15 January 2020","5.0 out of 5 stars","        I bought as a present it came quickly they look great well presented allso with extra ear pods in different sizes well thought out product nice packaging a little over priced but still worth it  "
"33","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","J","Verified Purchase","Reviewed in Germany on 5 April 2022","5.0 out of 5 stars","        Enough bass for me and good sound.  "
"34","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","Robert H.","Verified Purchase","Reviewed in the United Kingdom on 29 July 2020","5.0 out of 5 stars","        Quality product, the right angle jack plug is a clever design, the apple version continually has considerable wear on the plug. Would recommend this product!  "
"35","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","BBB","Verified Purchase","Reviewed in the United Kingdom on 21 June 2021","5.0 out of 5 stars","        Simple but great even without volume control!  "
"36","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ","osama","Verified Purchase","Reviewed in the United Kingdom on 19 October 2020","5.0 out of 5 stars","        standard Sennheiser product - in that the sound quality is amazing - like the 4 sizes of ear cover as well.  "
"37","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase","Reviewed in the United Kingdom on 22 November 2020","4.1 out of 5 stars","        For wired ear buds these are perfect for Zoom and Teams calls. Sound is good, isolation good too.  "
"38","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase","Reviewed in Germany on 16 September 2019","5.0 out of 5 stars","      Top Qualität. Natürlich ist es kein Kopfhörer um 300 Euro. Aber das Preis Leistungsverhältnis ist top.Klang durchaus ausreichend. Für diesen Preis ein Top Qualität.Mir gefällt auch die Aufbewahrungstasche. Einfach und unkompliziert.    "
"39","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase","Reviewed in Spain on 16 October 2021","5.0 out of 5 stars","      Tienen una calidad y limpieza de sonido muy buenas y el precio es adecuado.    "
"40","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase","Reviewed in Germany on 12 January 2022","5.0 out of 5 stars","        good quality  "
"41","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars",NA
"42","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars",NA
"43","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars","        Would be better if it had the volume control with the pause/play on the wire.  "
"44","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars","      Bisher ist die Klangqualität sehr sehr gut und der Bass hervorragend. Mit den verschiedenen Ohrstöpseln kann man das perfekt an sein Ohr anpassen und ich finde die Verarbeitungsqualität ist auch sehr gut    "
"45","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars","      Produkt wie beschrieben, schnelle Lieferung. Danke!    "
"46","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars","      und sehr bequem im Ohr. Auch beim schlafen. Tonqualität überzeugt. Kabel etwas klobig, aber trotzdem rundum gelungen.    "
"47","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,"5.0 out of 5 stars","      Super Qualität    "
"48","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,NA,"      - Boa qualidade de som- Excelente qualidade de microfone- Confortáveis na orelha- A bolsa de transporte é pequena e pouco funcional    "
"49","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,NA,"      Die Bässe sind toll allgemein nur zu empfehlen    "
"50","Linsoul Kiwi Ears Cadenza 10mm Beryllium Dynamic Driver IEM 3D Printed with Detachable Interchangeable Plug 0.78 2pin 3.5mm IEM Cable for Musician Audiophile (Blue, Cadenza)  ",NA,"Verified Purchase",NA,NA,"      alles top    "
